Wood,Oven,Phase,IO_02L_Avg,UO_02_Avg,AO_02_Avg,IO_04R_Avg,FB_01_Avg,IO_01T_Avg,SA_01_Avg,P_01_Avg,AO_01_Avg,Roofline,Chimney,T_eff_Pot_1(%),T_eff_Pot_2(%)
BW,NO,Low,230.9,166.2,283.5,119.2,742.5,255.3,310.9,471.7,458.3,96.2,165.6,22.509500234368822,3.601520037499063
BW,NO,Low,230.9,166.3,281.2,119.2,739.8,255.2,310.2,461.3,444.8,96.1,163.8,20.152144219109953,8.816563095860475
BW,NO,Low,230.8,166.4,278.8,119.2,736.8,255,309.5,449.6,431.3,96,162,6.83205113869446,3.056443930468642
BW,NO,Low,230.7,166.5,276.4,119.2,733.7,254.8,308.7,438.9,419.4,95.9,160.3,9.342287628955665,9.521947006435676
BW,NO,Low,230.6,166.6,274.1,119.2,730.4,254.6,307.9,429.8,410.1,95.8,158.8,17.59453202796691,8.797266013983455
BW,NO,Low,230.5,166.7,272.1,119.3,727.3,254.3,307.1,421.7,402.9,95.8,157.5,17.583290431031187,6.459167913439991
BW,NO,Low,230.4,166.7,270.5,119.3,724.4,254.1,306.3,414.9,397.7,95.7,156.5,10.220999442991522,6.813999628661013
BW,NO,Low,230.3,166.8,268.9,119.3,721.7,253.8,305.5,410.3,393.5,95.5,155.5,6.989577331699594,3.4051787000588583
BW,NO,Low,230.1,166.9,267.2,119.3,719.1,253.4,304.8,407.2,388.7,95.3,154.7,16.48035940925146,3.2244181452883174
BW,NO,Low,230,166.9,265.8,119.3,716.5,253.1,304.2,403.2,383.8,95.1,154.8,12.713229745440014,7.520502102936293
BW,NO,Low,229.8,167,270.1,119.2,720.7,252.8,303.5,406.1,401.1,94.9,157.3,12.171741787226456,9.128806340419903
BW,NO,Low,229.7,167,277.4,119.2,729.5,252.4,303.1,417.1,429.9,94.7,159.9,6.620957968062112,7.873571637695348
BW,NO,Low,229.5,167.1,284.6,119.1,739.8,252.1,302.7,432.4,459.1,94.5,161.9,16.280444605076497,8.408581279545015
BW,NO,Low,229.4,167.2,290.6,119.1,749.3,251.9,302.5,449.7,482.7,94.3,163.6,14.489306124377107,5.3664096756952855
BW,NO,Low,229.2,167.3,295.5,119,757.3,251.7,302.4,466.5,499.3,94.1,164.7,5.187184313181077,6.439263285328399
BW,NO,Low,229.1,167.3,299.3,119,763.9,251.6,302.3,478.6,511.2,94,165.6,9.83789931086695,2.3253216552956952
BW,O,High,224.9,324.2,227.1,188.3,738.5,241.1,357.2,582.9,466.5,78.58,148.1,9.685454504202438,1.7091978536827979
BW,O,High,227.3,325.1,228.2,189.9,741.7,243.2,359.7,580.6,465.9,78.99,148.4,60.20278241668642,3.123729276337485
BW,O,High,229.8,326,229.2,191.5,745.1,245.2,361.9,579.8,465.8,79.35,148.8,28.878329129441493,11.749516263449216
BW,O,High,232.4,326.8,230.2,193.1,748.4,247.2,363.9,576.6,465.7,79.69,149.1,22.584252128251556,6.492972486872328
BW,O,High,234.9,327.6,231.3,194.6,751.3,249.2,366.1,573.9,465.6,80,149.5,29.278348860849807,10.838619530218441
BW,O,High,237.4,328.9,232.9,196.2,756,251.2,368.7,573.4,478.5,80.4,150.7,22.041191801450037,11.371570292467883
BW,O,High,239.9,331.1,234.8,197.8,761.4,253.3,371.9,577.1,498.3,80.7,151.9,25.48675681863085,11.343007155544482
BW,O,High,242.4,333.1,236.3,199.4,764.3,255.3,375,581.8,509.9,81,152.6,18.99968196495147,1.6764425263192617
BW,O,High,244.8,335.3,237.6,200.9,765.8,257.2,377.5,583.7,515.2,81.3,153.1,26.0657701791306,8.223959575233728
BW,O,High,247.3,337.3,238.9,202.5,766.6,259.2,379.9,585.3,517,81.6,153.4,14.743969409510397,9.041113317152561
BW,O,High,249.6,338.9,240.1,204.1,767.1,261.2,382.2,587.2,519.1,81.9,153.7,21.65566574741736,7.496191989490601
BW,O,High,251.9,340.2,241.4,205.7,767.6,263.1,383.8,587.2,522.9,82.2,154,18.013086009358965,4.988239202591716
BW,O,High,254.2,341.5,242.6,207.3,769.3,265,384.8,589.6,526.7,82.5,154.3,22.13210017337628,9.267816947601332
BW,O,High,256.4,342.8,243.7,208.9,770.8,266.8,385.6,589,529,82.9,154.5,21.683069295112613,5.938675029871603
BW,O,High,258.5,344.2,244.9,210.5,772.3,268.6,386.4,590.4,530.7,83.3,154.8,15.859828036020495,3.585700251622051
BW,O,High,260.6,345.6,246.1,212.1,773.5,270.4,387.4,592.7,533.3,83.7,155.1,22.86386973956889,10.330061629323271
BW,O,High,262.7,346.7,247.2,213.6,774.2,272.2,388.5,594.1,534.9,84.1,155.3,18.847991423943192,4.402450551577984
BW,O,High,264.8,347.8,248.2,215.2,775,273.9,389.6,595.1,534,84.5,155.6,19.10399978587653,8.383769690204797
BW,O,High,266.9,348.9,249.3,216.7,775.6,275.6,391.3,591,531.4,85,155.9,16.47851651209714,10.024430878192469
BW,O,High,268.9,350,250.4,218.2,775.8,277.3,393.2,588,529.6,85.5,156.1,17.564537722911776,4.253911479767675
BW,O,High,270.9,351,251.5,219.7,775.9,278.9,395.3,585.3,527.6,85.9,156.2,14.67449097712825,3.4286193871794977
BW,O,High,272.8,351.7,252.4,221.2,776.2,280.4,397.4,587.3,524.6,86.3,156.2,20.8371358145697,8.910617289125163
BW,O,High,274.7,352.2,253.4,222.7,777.3,281.9,399.6,592.8,522,86.6,156.3,15.48640664354816,8.222870784184916
BW,O,High,276.6,352.8,254.4,224.1,783.1,283.3,401.7,598.8,518.8,86.9,156.3,20.691379673944923,3.6997831205066904
BW,O,High,278.4,353.3,255.3,225.6,789.6,284.7,404,601.9,516.2,87.2,156.4,13.154863668621921,6.44040200442946
BW,O,High,280.3,353.9,256.3,227,793.7,286,406.2,603.9,516.6,87.5,156.6,17.81653182990558,4.9338088144354435
BW,O,High,282.1,354.5,257.3,228.4,796.4,287.3,408.6,606,519.2,87.8,156.8,16.313728748594194,9.32213071348236
BW,O,High,283.8,355.1,258.2,229.8,797.9,288.5,410.5,608.4,523.7,88,157.1,16.183636500063482,2.3315408517040845
BW,O,High,285.6,355.7,259.4,231.2,798.9,289.6,412,610,528,88.3,157.3,14.408943880396683,7.547542032588668
BW,O,High,287.4,356.4,260.5,232.6,799.8,290.7,413.7,612.8,532.1,88.5,157.6,15.792460894135008,4.531749647882328
BW,O,High,289.1,357,261.3,233.9,801,291.8,416,615.1,527.5,88.8,157.6,17.730074796958263,7.971661536616831
BW,O,High,290.8,357.4,261.9,235.3,802,292.8,419.5,617.3,517,89.1,157.6,11.969281625773005,5.227962089418103
BW,O,High,292.5,357.3,262.2,236.6,803,293.7,422.7,620.4,505.9,89.3,157.6,10.329906856119859,5.647015748012143
BW,O,High,294.1,356.8,262.2,237.9,805,294.6,424,622.9,495.8,89.5,157.5,20.40989037024414,5.6540912512163715
BW,O,High,295.7,356.1,262.1,239.1,807,295.4,424.5,623.2,485.9,89.7,157.4,15.742881453664708,9.666681594355458
BW,O,High,297.3,355.6,262.3,240.3,810,296.1,425.2,609.2,484.2,89.8,158,14.245334186416631,2.2128674464337
BW,O,High,298.8,356.5,263,241.5,812,296.9,425.4,582.2,495.9,90,159.2,14.82278514323388,5.4026973886553105
BW,O,High,300.3,357.3,263.5,242.7,811,297.7,424.7,558.2,501.3,90.2,160.1,20.399871839302154,6.383633364679504
BW,O,High,301.8,357.6,263.8,243.9,808,298.5,423.1,539.7,502.4,90.3,160.5,10.705751245404675,4.171071913794109
BW,O,High,303.3,357.5,264,245,806,299.4,421.3,528.2,501.7,90.5,160.9,19.085972128318343,7.5229379191911345
BW,O,High,304.7,357,264,246.2,804,300.2,419.5,522,498.4,90.6,161.2,15.775716242220428,4.74667568349992
BW,O,High,306.1,356.4,263.8,247.3,803,301.1,417.9,515.9,491.4,90.7,161.3,13.432195629458995,5.876585587888286
BW,O,High,307.5,355.6,263.6,248.4,802,301.9,416.4,510.6,484.4,90.8,161.5,14.585487923003399,4.067107209299044
BW,O,High,308.9,354.7,263.3,249.5,801,302.7,414.3,505,478.5,90.9,161.5,17.854526598628038,5.342299297227339
BW,O,High,310.2,353.6,262.5,250.5,801,303.4,411.9,501.2,471.9,91,160.6,16.77227934445644,91.33140348913999
BW,O,Medium,313.7,351,259.4,253.5,816,305.3,405.4,501.2,452.5,91.3,158,-299.1178848475236,-0.14209875764730182
BW,O,Medium,314.8,350.1,258.6,254.5,821,305.9,403.4,504.8,446.6,91.4,157.4,6.983017597960988,4.275316896710833
BW,O,Medium,315.9,349.2,257.9,255.4,825,306.4,401.5,509,441.8,91.5,156.9,22.01196617145702,3.001631750653237
BW,O,Medium,316.9,348.5,257.2,256.3,829,306.8,399.6,511.3,438.5,91.5,156.6,13.046764021512129,9.175746125019476
BW,O,Medium,317.9,347.8,256.5,257.2,832,307.3,397.9,510.7,435.6,91.6,156.3,6.759470939333774,4.746011510596091
BW,O,Medium,318.8,347.3,256,258,834,307.7,396.2,509.9,433.7,91.6,156,8.656602907555845,2.3084274420148887
BW,O,Medium,319.8,347,255.6,258.9,836,308.1,394.6,509,433.7,91.6,156,6.803012095335376,6.803012095335376
BW,O,Medium,320.7,346.8,255.3,259.7,837,308.5,393.2,509.6,434.7,91.6,155.9,7.115903735348115,6.244568584081015
BW,O,Medium,321.5,346.8,255,260.5,837,308.8,391.8,511.3,435.3,91.6,155.8,13.842333671740588,3.934136938284164
BW,O,Medium,322.4,346.8,254.7,261.2,838,309.2,390.6,514.6,436,91.7,155.7,8.772177750530108,1.4620296250883686
BW,O,Medium,323.2,346.9,254.6,262,838,309.5,389.5,519.9,437.7,91.7,155.7,7.335216708178985,2.3472693466172774
BW,O,Medium,324,347,254.5,262.7,838,309.9,388.4,529.1,440.5,91.8,155.7,11.924181169439212,8.243878339365375
BW,O,Medium,324.8,347,254.5,263.4,838,310.2,387.5,539.4,442.2,91.8,155.7,8.863529865324939,4.431764932662469
BW,O,Medium,325.5,347.2,254.5,264.1,837,310.5,386.8,548.9,441.2,91.8,155.8,8.30164507217944,6.522721128141022
BW,O,Medium,326.2,347.5,254.5,264.8,834,310.8,386.1,555,440.7,91.8,155.9,12.347557830404774,4.462972709784825
BW,O,Medium,326.9,347.8,254.6,265.4,832,311.1,385.6,557.8,440.3,91.8,156.2,12.540436573783968,1.940781850704692
BW,O,Medium,327.6,348.1,254.9,266.1,831,311.4,385.2,559.9,441.4,91.8,156.6,8.989094016114546,3.595637606445786
BW,O,Medium,328.2,348.6,255.2,266.7,830,311.7,385,558.6,440.5,91.7,156.9,7.066300117732556,6.464912873670222
BW,O,Medium,328.9,349,255.6,267.4,827,312,385.5,556.9,440.6,91.8,157.7,16.74720419285749,5.582401397619183
BW,O,Medium,329.6,349.3,256,268,824,312.3,385.8,564.5,446.7,91.8,157.6,16.95724729737199,6.9645837114206675
BW,O,Medium,330.2,349.8,256.4,268.6,824,312.5,385.4,577.6,453.5,91.8,157.3,10.027425515615446,3.49440586150234
BW,O,Medium,330.8,350.3,256.8,269.2,827,312.8,385.1,586.5,458.2,91.8,157.2,8.385015419982867,5.183464077807614
BW,O,Medium,331.4,350.7,257.1,269.8,830,313,384.9,590.4,461.1,91.9,157,7.801746210674429,4.742237892762822
BW,O,Medium,331.9,351,257.4,270.4,833,313.2,384.8,591,462.5,91.9,156.8,12.893283031373251,5.832675657049813
BW,O,Medium,332.4,351.3,257.8,271,835,313.4,384.8,590,462.4,92,156.6,17.248220694095167,4.312055173523819
BW,O,Medium,332.9,351.6,258,271.5,836,313.6,384.8,586.4,461.3,92.1,156.4,14.060039435448424,3.2446244851034827
BW,O,Medium,333.3,351.9,258.3,272.1,836,313.8,384.9,581.9,459.3,92.2,156.2,10.695160776442755,6.820102524108411
BW,O,Medium,333.8,352.2,258.5,272.6,837,313.9,385.1,578.1,457,92.4,156.1,11.817253078813348,3.420783785972331
BW,O,Medium,334.1,352.3,258.5,273.1,837,314,385.3,573.8,453.6,92.5,155.8,10.449886371941929,4.523085146064393
BW,O,Medium,334.5,352.4,258.5,273.6,838,314.2,385.5,568.6,449,92.5,155.5,14.39212863490747,5.631702509311598
BW,O,Medium,334.8,352.5,258.4,274.1,840,314.3,385.8,561.9,444.7,92.5,155.1,12.708282161896161,7.5308338737162295
BW,O,Medium,335.1,352.3,258.3,274.5,841,314.3,386,555.7,440.1,92.5,154.7,14.946925669939223,4.090737551772883
BW,O,Medium,335.4,352,258,274.9,841,314.4,386.1,548.5,436,92.6,154.3,19.405253874358635,6.468417958119526
BW,O,Medium,335.7,351.7,257.8,275.4,842,314.4,386.3,540.4,431.6,92.6,154,13.287299567536726,5.220010544389423
BW,O,Medium,335.9,351.4,257.6,275.8,842,314.3,386.4,533.7,427.1,92.5,153.8,13.796694121821934,4.123149967441042
BW,O,Medium,336,351.3,257.5,276.1,842,314.3,386.6,527.5,423.3,92.5,153.5,15.260838918957617,4.292110945956851
BW,O,Medium,336.1,351.1,257.4,276.5,842,314.3,386.8,522.4,420.5,92.5,153.2,9.878734756835586,4.939367378417737
BW,O,Medium,336.3,350.9,257.3,276.9,843,314.2,386.9,518.7,418.1,92.4,153.1,12.615032365594278,6.387358159794555
BW,O,Medium,336.3,350.5,257,277.2,845,314.1,387,516,415.8,92.4,153,14.881382042943883,3.8403566562436153
BW,O,Medium,336.4,350.2,256.9,277.5,849,314,387,513.6,413.7,92.3,152.7,9.138605530264936,5.290771622784932
BW,O,Medium,336.4,349.8,256.7,277.8,852,313.9,387,510.9,411.8,92.2,152.5,13.491904813252726,3.37297620331321
BW,O,Medium,336.4,349.4,256.5,278.1,853,313.7,386.9,507.6,409.8,92.2,152.4,16.732426386260112,5.309327603332533
BW,O,Medium,336.4,349,256.4,278.4,853,313.6,386.8,505.4,408.4,92.2,152.3,15.630406678480476,5.317561034946944
BW,O,Medium,336.3,348.7,256.2,278.6,852,313.4,386.7,504.4,406.6,92.1,152.1,9.359219698112506,5.647804990240345
BW,O,Medium,336.3,348.4,256,278.9,853,313.3,386.6,502.7,404.2,92.1,151.9,10.663695758687536,4.200849844331443
BW,O,Medium,336.2,348.1,255.8,279.1,853,313.1,386.4,500.4,401.8,92,151.7,11.161001341419544,5.823131134653625
BW,O,Medium,336.1,347.8,255.7,279.4,853,312.9,386.3,499,399.8,92,151.5,12.467297480353071,4.047823857257511
BW,O,Medium,336,347.6,255.6,279.6,853,312.7,386.1,498.4,398.5,91.9,151.4,11.181364032081042,6.157852655348979
BW,O,Medium,335.9,347.3,255.4,279.8,852,312.5,386,498.3,397.4,91.8,151.3,13.459344125959472,4.7026624054557145
BW,O,Medium,335.7,346.9,255.3,279.9,851,312.3,385.9,497.5,395.9,91.7,151.1,15.575884863306264,4.0562200164860025
BW,O,Medium,335.6,346.6,255.1,280.1,850,312.1,385.7,495.9,394.6,91.6,150.9,15.419705546091627,5.1940060786835245
BW,O,Medium,335.4,346.3,255,280.3,849,311.8,385.6,494.2,393.2,91.5,150.7,14.287007098263487,6.169389428795622
BW,O,Medium,335.2,346,254.8,280.4,849,311.6,385.4,493.2,391.9,91.4,150.4,9.742065903092417,3.572090831133859
BW,O,Medium,335,345.6,254.8,280.6,848,311.3,385.8,490.7,388.6,91.4,150.7,11.689845118188495,4.7084098392703595
BW,O,Medium,334.8,345.4,255.1,280.7,846,311.1,386.3,493.5,390.2,91.5,151.1,8.92793184456159,6.3307153079618965
BW,O,Medium,334.6,346.2,255.7,280.8,847,310.8,386.4,507.9,401.5,91.5,151.5,11.521108982252173,2.758575390116714
BW,O,Medium,334.4,347.3,256.6,280.9,850,310.6,386.6,523.5,416.8,91.5,152,14.434775994952037,6.000974290036194
BW,O,Medium,334.2,348.8,257.5,281,853,310.4,387.1,538.9,433,91.5,152.5,13.290917913631533,4.376277849610355
BW,O,Medium,334.1,350.2,258.4,281.1,855,310.2,387.7,554.9,446.7,91.5,152.8,13.766351570679774,5.344583550969919
BW,O,Medium,334,351.7,259.4,281.2,858,310,388.6,571.4,457.3,91.4,153.2,11.00287670680143,4.6924033014299615
BW,O,Medium,334,353.2,260.3,281.4,860,310,389.5,583.9,465.3,91.4,153.6,14.06220965787135,4.202499437984487
BW,O,Medium,334,354.5,261,281.6,861,309.9,390.6,593.7,471.6,91.4,154,14.04530661229516,2.90592550599213
BW,O,Medium,334.1,355.7,261.7,281.7,862,309.9,391.8,602.1,476.2,91.4,154.3,13.704097072722085,4.3530661289823165
BW,O,Medium,334.3,356.6,262.4,281.9,863,309.9,393.1,610,479.5,91.4,154.7,15.9378376059521,4.346682983441441
BW,O,Medium,334.4,357.5,263.1,282.1,863,309.9,394.6,615.4,481.8,91.6,154.9,12.05487572860755,5.94707202611313
BW,O,Medium,334.6,358.4,263.6,282.3,863,310,396.1,619.3,483,91.7,155,15.724645982294142,4.65321156618905
BW,O,Medium,334.9,359.1,264.2,282.5,863,310.1,397.8,623.6,484,91.7,155.2,14.254295580268202,3.683694363440045
BW,O,Medium,335.1,359.9,264.7,282.7,862,310.2,399.4,628.2,485.1,91.7,155.5,12.787803912681944,5.594664211798394
BW,O,Medium,335.4,360.5,265.2,282.9,862,310.4,401.2,631.3,484.8,91.7,155.8,13.87798644827926,4.945029653984575
BW,O,Medium,335.7,361.1,265.7,283.1,862,310.5,402.9,632.2,483.1,91.8,156.2,18.304550102683173,4.934270027679772
BW,O,Medium,336,361.6,266.1,283.4,863,310.7,404.7,629.2,481.9,91.8,156.6,14.292637468684344,4.446598323590675
BW,O,Medium,336.4,362.1,266.4,283.6,863,310.9,406.3,623.8,479.5,91.8,157.1,14.100193361452707,6.17873641681636
BW,O,Medium,336.8,362.6,266.5,283.8,862,311.1,407.8,616.9,477.6,91.8,156.8,15.64566213270893,-4.58307274594505
BW,O,Low,337.9,361.8,265.5,284.6,843,311.8,410.9,596.3,472.5,92,154.9,-111.00287597806195,3.4492419089228674
BW,O,Low,338.4,361.6,265.6,284.8,837,312,412.5,587.2,470.7,92,155.2,41.43094625751439,10.94402353972078
BW,O,Low,338.7,361.8,265.6,285,838,312.2,413.5,581.9,476.8,92.1,154.9,24.31926156572245,3.7414248562649624
BW,O,Low,339.1,362.3,266.3,285.2,836,312.5,415.8,582.7,480.7,92.2,155.9,24.092131187639765,5.751024864146278
BW,O,Low,339.5,362.8,266.8,285.4,829,312.7,416.8,580,485.1,92.3,155.5,19.215691032500143,9.607845516250098
BW,O,Low,339.9,363.4,266.9,285.6,825,313,417,578.7,490.7,92.4,154.9,26.2632972955741,8.187969156855422
BW,O,Low,340.2,364,267.1,285.9,822,313.3,417.1,579.2,496.5,92.5,154.4,23.871261970033434,5.698301244459607
BW,O,Low,340.6,364.7,267.4,286.1,819,313.5,417.3,580.1,500.5,92.5,154.1,26.866095999414448,6.294342491291387
BW,O,Low,341,365.4,267.6,286.3,816,313.8,417.6,584.4,501.6,92.6,153.8,20.1996983238935,2.9075323344998414
BW,O,Low,341.4,366.1,267.9,286.6,815,314.1,418,589.7,502.7,92.6,153.7,18.151230396614,5.338597175474685
BW,O,Low,341.8,366.8,268.2,286.8,813,314.5,418.4,597,504.7,92.8,153.6,25.997356201912698,8.817816723455792
BW,O,Low,342.3,367.6,268.5,287.1,812,314.8,418.9,603.5,507,92.9,153.5,13.486055096450986,7.273378029546601
BW,O,Low,342.7,368.1,268.9,287.3,811,315.2,419.5,609.6,507.5,93,153.5,20.992371385647917,5.436873164628227
BW,O,Low,343.2,368.5,269.2,287.6,811,315.6,420.1,614.7,507.3,93.1,153.4,14.750831494780353,3.762967218056225
BW,O,Low,343.7,368.8,269.5,287.8,810,316,420.8,618,507.8,93.1,153.3,16.9514373834019,6.750572409319315
BW,O,Low,344.2,369.2,269.7,288.1,809,316.4,421.5,619.9,509,93.2,153.2,21.977534411662617,6.279295546189351
BW,O,Low,344.8,369.7,269.9,288.4,809,316.8,422.2,620,509.7,93.2,153.1,22.499348000542792,6.109094490213587
BW,O,Low,345.3,370.2,270.1,288.7,808,317.2,422.9,618.3,509.9,93.2,153,16.483407598157633,7.721956712650418
BW,O,Low,345.9,370.7,270.2,288.9,807,317.6,423.7,615.1,509.6,93.2,152.8,18.203784353306766,1.183985974198792
BW,O,Low,346.4,371.2,270.4,289.2,806,318,424.4,617.5,510.3,93.2,152.6,8.702508295199305,6.0475057644605
BW,O,Low,347,371.7,270.5,289.5,805,318.4,425.1,621.1,510.7,93.2,152.6,22.785840746971648,7.350271208700542
BW,O,Low,347.5,372.1,270.7,289.8,805,318.9,425.8,620.4,508.6,93.2,152.5,21.537653469318414,4.68846878243667
BW,O,Low,348.1,372.5,270.8,290.1,805,319.3,426.5,616.9,505.8,93.2,152.4,20.882053359148202,7.155388913274536
BW,O,Low,348.6,372.8,270.9,290.3,805,319.7,427.1,608.7,502.6,93.2,152.2,19.794394307046964,4.075316474980275
BW,O,Low,349.2,373.1,270.9,290.6,806,320.1,427.7,601.1,499.7,93.2,152,16.247968525259807,6.963415082254181
BW,O,Low,349.7,373.3,270.9,290.9,806,320.5,428.4,593.6,497.6,93.2,151.8,18.508953210993784,3.181226333139555
BW,O,Low,350.2,373.6,271.1,291.2,806,320.9,428.9,587.7,496.6,93.2,151.8,12.251696246428958,4.6124032927732515
BW,O,Low,350.8,374.1,271.3,291.5,807,321.2,429.5,582.9,497.4,93.1,151.8,20.11530935268456,2.2988924974496685
BW,O,Low,351.3,374.3,271.4,291.8,807,321.6,430.1,578.6,498.6,93.2,151.7,14.896037076647154,8.020943041271527
BW,O,Low,351.8,374.2,271.3,292.1,808,321.9,430.6,575.1,499.3,93.2,151.5,17.27747020978719,2.7129911899665653
BW,O,Low,352.2,373.8,271.1,292.4,808,322.2,431,577.6,499,93.2,151.4,16.513155236471004,6.121255820415953
BW,O,Low,352.6,373.4,270.9,292.7,809,322.6,431.3,576.2,498.5,93.3,151.3,16.179881832545735,5.109436368172327
BW,O,Low,352.9,372.9,270.7,292.9,808,322.9,431.6,572.2,498.5,93.2,151.1,13.443576140599706,5.660453111831512
BW,O,Low,353.1,372.2,270.3,293.2,808,323.3,431.8,570.1,497.7,93.2,150.8,20.600994274796758,4.938594517930697
BW,O,Low,353.3,371.4,270.1,293.4,807,323.5,431.9,562.4,491.8,93.2,151.4,14.914537364957226,3.5175795672068855
BW,O,Low,353.4,370.5,270.3,293.6,802,323.8,431.8,547.4,476.1,93.1,152.9,12.487859975729936,4.349704036490182
BW,O,Low,353.5,369.7,270.3,293.8,796,324,431.7,534.5,468,93,153,18.191224365195573,6.29696228026006
BW,O,Low,353.6,369.2,270.1,293.9,796.1,324.2,431.3,532.7,472.5,92.9,152.5,17.584786048317667,3.349483056822427
BW,O,Low,353.6,368.9,270.1,294.1,798.8,324.3,430.8,537.2,481.7,92.8,152.2,13.502510688147732,4.315235374562615
BW,O,Low,353.7,368.8,270.1,294.3,802,324.4,430.4,542.4,490.1,92.7,151.9,10.969207875916288,6.3871336999007005
BW,O,Low,353.7,368.8,270.2,294.5,804,324.4,429.9,551.5,496.2,92.5,151.7,13.158521323036759,4.155322523064286
BW,O,Low,353.7,368.9,270.3,294.7,806,324.5,429.5,561.7,501.1,92.4,151.6,19.48357240340914,3.03999002039007
BW,O,Low,353.7,368.9,270.4,294.8,808,324.6,429.2,569.4,504,92.2,151.6,13.78627303369423,6.479548325836272
BW,O,Low,353.6,368.8,270.4,295,809,324.6,428.8,573,504.1,92.1,151.3,16.23148911492518,3.85153978998224
BW,O,Low,353.6,368.7,270.4,295.1,810,324.7,428.5,572.6,503.6,92,151.1,13.039536997961648,3.843231957293964
BW,O,Low,353.5,368.5,270.4,295.3,808,324.7,428.2,570.6,502.2,91.9,150.9,14.519109160495114,3.287345470300704
BW,O,Low,353.5,368.3,270.2,295.4,806,324.8,427.9,565.4,500,91.9,150.7,10.389081156552882,6.698223377251308
BW,O,Low,353.4,368,270.1,295.5,804,324.8,427.5,560.5,497.1,91.8,150.6,14.871470853758195,5.457420496791962
BW,O,Low,353.3,367.7,269.9,295.6,803,324.9,427.2,557.4,494.1,91.8,150.5,10.894724068288127,5.174993932436914
BW,O,Low,353.2,367.4,269.8,295.7,801,324.9,426.8,555.9,491.1,91.8,150.4,18.896235170184024,3.3986034478748235
LW,NO,High,163.2,112.2,224.8,145.3,587.4,196.5,240.5,434.2,368.5,90.3,151.5,3.640469872983962,-0.9496877929523159
LW,NO,High,163.6,112.4,228.2,145.6,592.2,196.8,243.7,422.4,374.2,90.3,152.6,5.7895949716876824,12.36156764225215
LW,NO,High,164,112.7,231.9,145.9,595.7,197.2,246.3,412.4,383,90.2,153.7,19.02746915328493,8.198828171740674
LW,NO,High,164.4,113,235.7,146.2,598.2,197.5,248,403.5,394.8,90.2,154.8,25.54173975137824,8.564894766929202
LW,NO,High,164.8,113.2,239.6,146.6,600,197.9,249.9,395.6,403.9,90.2,155.7,21.172134780652332,15.576642017194251
LW,NO,High,165.1,113.5,243.4,146.9,601.5,198.3,252.3,389.1,409.7,90.2,156.4,12.861682101185176,10.020147683481454
LW,NO,High,165.6,113.8,247,147.2,602.5,198.8,255.2,384,412.3,90.2,157.1,19.96967476845139,6.804481772953813
LW,NO,High,166,114.1,250.9,147.5,603.2,199.3,257.3,380.8,420.3,90.3,157.8,17.121849491924955,6.146304945819249
LW,NO,High,166.4,114.4,254.8,147.8,603.9,199.8,260.1,378.5,430,90.4,158.9,14.191291243976645,9.26778203688266
LW,NO,High,166.8,114.7,258.4,148.2,604.6,200.3,263.4,375.6,437.9,90.4,159.9,12.756548948150604,7.166600532668872
LW,NO,High,167.3,115,261.7,148.5,605.3,200.9,266.4,374.5,446.4,90.5,160.8,8.656626322592864,11.494864461147944
LW,NO,High,167.7,115.3,264.8,148.8,605.6,201.5,268.7,375.7,458,90.5,161.7,11.52517566343183,9.135809977110574
LW,NO,High,168.2,115.6,267.7,149.2,605.6,202.1,270.8,378.1,467.5,90.6,162.3,13.925078233063157,4.734526599241471
LW,NO,High,168.7,115.8,270.1,149.5,605.6,202.8,273.4,379.2,474.4,90.7,162.9,14.629357620493199,6.2105763483225624
LW,NO,High,169.1,116.1,272.2,149.9,605.5,203.4,275.4,380.8,480.1,90.9,163.4,9.304979553893881,7.9366002077330435
